config,source_article,logical_fallacies
edu,"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem.",false causality
edu,"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.",circular reasoning
edu,"All men are mortal, and Socrates is a man, therefore Socrates likes dogs.",fallacy of logic
edu,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously.",faulty generalization
edu,"You see someone walking their dog. The dog goes to the bathroom on a lawn but they don’t pick up after their dog. You ask them to clean up after their dog, but they say, “why do you hate dogs?” What fallacy have they committed?",fallacy of extension
edu,"If you don't study, you'll fail your test. Then you will do poorly in the class and your GPA will fall. You won't get into a good college, so you'll never get a decent job and you'll end up homeless.",faulty generalization
edu,"The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.",false causality
edu,"When the judge asked the defendant why he hadn't paid his parking fines, he said that he shouldn't have to pay them because the sign said 'Fine for parking here' and so he naturally presumed that it would be fine to park there.",equivocation
edu,Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!,appeal to emotion
edu,"""Either the city should provide recycling bins or throw out the Recycling Act"" is an example of:",false dilemma
edu,"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less.""",appeal to emotion
edu,Either we pass this ordinance or there will be rioting in the streets.,false dilemma
edu,"I want to sell my house for $400,000. A buyer wants it for $100,000, so I must sell it for $250,000.",fallacy of relevance
edu,"Officer, I was only driving as fast as everyone around me. You can't give me a ticket for doing what every other driver on the road was also doing.",ad populum
edu,The model is in close agreement with the data.,intentional
edu,"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man.  Frankie is against religion; therefore, Frankie also must be a very bad man.",faulty generalization
edu,"Brad's mother asked him why he wasn't trying out for the school play. He responded: ''Because if Tom gets the male lead, which he always does, then I'll only be in the chorus, and it's not worth being in the play if I'm only going to be in the chorus.'' This is an example of which logical fallacy?",faulty generalization
edu,"Exercise is good. Therefore everybody should exercise.'
""'I agree,' said Polly earnestly. 'I mean exercise is wonderful. I mean it builds the body and everything.'",faulty generalization
edu,Students only want cell phones so they can text their friends in class; it's about time students focused more on their studies and less on their social lives.,fallacy of extension
edu,If we ban cell phones because they are bad for teenagers next the government will ban all iPods and eventually all video games as well.,faulty generalization
edu,She should not be voted president because she's a liar and a thief.,ad hominem
edu,This legislation is sinful because it is the wrong thing to do.,circular reasoning
edu,"Verizon advertising the newest Samsung Galaxy phone, claiming that everyone else who has bought it loves the new product.",ad populum
edu,"""Either you recycle or you don't care about human life.""",false dilemma
edu,"Dan White ate a lot of Twinkies and then killed the Mayor of San Francisco. If I were a mayor, I’d ban Twinkies so no one would kill me.",false causality
edu,"When an animal rights activist says, ""Keeping a dog as a pet is every bit as evil as human slavery. Pet owners are the KKK of the 21st century,"" they are committing what logical fallacy?",fallacy of relevance
edu,"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit",false dilemma
edu,"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them.""",false dilemma
edu,“How can you argue your case for vegetarianism when you are enjoying your steak?”,ad hominem
edu,"Bill: ""You know, those feminists all hate men."" Joe: ""Really?"" Bill: ""Yeah. I was in my philosophy class the other day and that Rachel chick gave a presentation."" Joe: ""Which Rachel?"" Bill: ""You know her. She's the one that runs that feminist group over at the Women's Center. She said that men are all sexist pigs. I asked her why she believed this and she said that her last few boyfriends were real sexist pigs. "" Joe: ""That doesn't sound like a good reason to believe that all of us are pigs."" Bill: ""That was what I said."" Joe: ""What did she say?"" Bill: ""She said that she had seen enough of men to know we are all pigs. She obviously hates all men."" Joe: ""So you think all feminists are like her?"" Bill: ""Sure. They all hate men.""",faulty generalization
